database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
PDB,250,bpRNA_PDB_250,27,.......(((((....)))))......,0.416666666666667,1,0.588235294117647,0.0613260960017215
PDB,529,bpRNA_PDB_529,52,((((...((((((.((((.....))))......))))....)))))).....,0.333333333333333,0.857142857142857,0.48,1.0793660690033
PDB,264,bpRNA_PDB_264,43,(((((.(((.....((((((.......))))))..)))))))),0.714285714285714,0.588235294117647,0.645161290322581,0.496581928004161
SPR,43,tdbR00000007,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,90.9985434370028
PDB,223,bpRNA_PDB_223,31,(((((((.................))))))),0.545454545454545,0.75,0.631578947368421,0.126847948995419
PDB,52,bpRNA_PDB_52,27,.......(((((....)))))......,0.454545454545455,1,0.625,0.0611018509953283
SPR,502,tdbR00000129,73,(((((((.................((((((.......))))))..(((((.......))))))))))))....,0.818181818181818,1,0.9,40.6736525559973
SPR,557,tdbR00000527,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,74.8663786000034
PDB,467,bpRNA_PDB_467,27,..((((...............))))..,0.444444444444444,1,0.615384615384615,0.0598842519975733
PDB,480,bpRNA_PDB_480,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.357142857142857,0.9375,0.517241379310345,889.753798721998
SPR,511,tdbR00000237,85,(((((((..(((...........))).............((((......)))).....((((.......)))).)))))))....,0.7,0.736842105263158,0.717948717948718,228.021759525
PDB,551,bpRNA_PDB_551,52,((((...((((((.((((.....))))......))))....)))))).....,0.266666666666667,0.444444444444444,0.333333333333333,1.16485600799933
SPR,529,tdbR00000406,85,(((......)))..........(((((((...............((((...))))......................))))))).,0.3,0.352941176470588,0.324324324324324,157.503087177
PDB,245,bpRNA_PDB_245,41,((((((((....))...(((....)))........)))))),0.6,0.818181818181818,0.692307692307692,0.366674924000108
SPR,181,tdbR00000276,77,(((((((..((((.........)))).(((((.......)))))(((..............)))..)))))))....,0.8,0.8,0.8,51.583747824996
PDB,109,bpRNA_PDB_109,70,..........(((((.......((((((((((......)))))..)))))......))))).........,0.5,0.933333333333333,0.651162790697674,27.9315194529991
PDB,366,bpRNA_PDB_366,23,(((((.(((.....))).))))),1,1,1,0.0479951890010852
PDB,46,bpRNA_PDB_46,27,.......(((((....)))))......,0.416666666666667,1,0.588235294117647,0.0622630399957416
SPR,188,tdbR00000393,88,(((((((..(((...........))).(((.........)))...(((((....))))).(((((.......))))))))))))....,0.761904761904762,0.615384615384615,0.680851063829787,289.563365883005
SPR,267,tdbR00000449,78,(((((((..(((..(((.......))).(((((.......))))).))).(((((.......))))))))))))....,1,0.769230769230769,0.869565217391304,152.064375841997
SPR,131,tdbR00000426,85,.........(((..........))).(((((.......))))).((((...))))..(((((.......))))).(((...))).,0.619047619047619,0.541666666666667,0.577777777777778,156.587494339998
PDB,59,bpRNA_PDB_59,17,.................,0,0,0,0.0445652249982231
SPR,455,tdbR00000171,77,(((((((................(((((..........)))))..(((((((((...))))))))))))))))....,0.6,0.545454545454545,0.571428571428571,52.3412621349999
SPR,602,tdbR00000508,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1,1,1,124.023624116999
SPR,272,tdbR00000345,75,....((((......))))........(((((.......)))))....(((((.......)))))(((.....))),0.5,0.555555555555556,0.526315789473684,53.2615650160005
SPR,96,tdbR00000497,75,.(((.....((((...))).)))).(((((.......)))))......((((.......))))..((.....)).,0.619047619047619,0.722222222222222,0.666666666666667,54.6993576349996
PDB,597,bpRNA_PDB_597,35,..........((((((.........))))))....,0.0666666666666667,0.5,0.117647058823529,0.1812036659976
SPR,507,tdbR00000164,76,(((((((..((((.........))))........................(((.......)))..)))))))....,0.666666666666667,1,0.8,141.284214942003
SPR,125,tdbR00000147,76,.(((((((.........(((....)))(((((.......)))))....(((((.......))))))))))))....,0.80952380952381,0.80952380952381,0.80952380952381,63.9850896610005
PDB,578,bpRNA_PDB_578,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.648648648648649,1,0.786885245901639,152.6292159
SPR,98,tdbR00000565,77,.........((((.........))))..((((.......))))..((((.....(((((.......))))).)))).,0.380952380952381,0.4,0.390243902439024,61.9099093979967
SPR,597,tdbR00000488,74,...(((((............((((((((...........)))).(((...)))).))))).........)))..,0.18181818181818182,0.26666666666666666,0.21621621621621623,43.301720001999996
SPR,558,tdbR00000085,76,.......((((((....((((.....(((((.......)))))...............))))........)))))),0.22727272727272727,0.29411764705882354,0.25641025641025644,79.7862250180001
PDB,517,bpRNA_PDB_517,23,((((((((......)))))))).,1.0,1.0,1.0,0.01734506600041641
SPR,444,tdbR00000231,85,..(((((((((((..........(((((..(((((.....(((..........))))))))....)))))....))))))))))),0.23809523809523808,0.21739130434782608,0.22727272727272724,144.12972473599984
PDB,183,bpRNA_PDB_183,24,..(((((.........)))))...,0.5555555555555556,1.0,0.7142857142857143,0.02748290999988967
PDB,486,bpRNA_PDB_486,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25,1.0,0.4,19.947074280999914
SPR,151,tdbR00000008,76,...((((..(((((((.....)))))))....................(((((.......))))))))).......,0.6190476190476191,0.7647058823529411,0.6842105263157895,85.93126847200028
PDB,87,bpRNA_PDB_87,23,(((((.............))))),0.7142857142857143,1.0,0.8333333333333333,0.02602212099964163
SPR,4,tdbR00000052,69,(((((.......)))))......(((((.......)))))..(((((((.....)))))))........,0.5,0.5882352941176471,0.5405405405405405,229.8641873890001
PDB,212,bpRNA_PDB_212,71,..(((((((..................((((((((((...)))).......)))))).....)))))))..,0.2857142857142857,0.6666666666666666,0.4,36.87420494800017
PDB,270,bpRNA_PDB_270,28,(((((....(((....)))....))))),0.6153846153846154,1.0,0.761904761904762,0.03868056200008141
SPR,609,tdbR00000373,76,(((((((..(((..........))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,60.54546064100032
PDB,622,bpRNA_PDB_622,32,((((((((................)))))))),0.6153846153846154,1.0,0.761904761904762,0.11122290599996631
SPR,24,tdbR00000592,58,((((((..........................................))))))....,0.4,1.0,0.5714285714285715,8.494173774000046
PDB,233,bpRNA_PDB_233,12,.(((....))).,0.6,1.0,0.7499999999999999,0.014986921999934566
SPR,403,tdbR00000236,87,................(((((.((((.(((((.......)))))...........))))(((((.......)))))......))))),0.47619047619047616,0.4166666666666667,0.4444444444444445,191.33740847599984
SPR,363,tdbR00000331,75,(((((((..(((..(((....))).(((((.......)))))....)))...............)))))))....,0.7894736842105263,0.7894736842105263,0.7894736842105263,92.37991113900034
SPR,356,tdbR00000512,77,.((((((..((((.........)))).(((((.......)))))......((((.......)))).)))))).....,0.95,1.0,0.9743589743589743,86.68294012900014
SPR,351,tdbR00000537,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.6190476190476191,0.5416666666666666,0.5777777777777778,55.986718079000184
PDB,138,bpRNA_PDB_138,33,(((.......)))....................,0.0,0,0,0.11986048800008575
PDB,177,bpRNA_PDB_177,19,(((((.........))))),0.7142857142857143,1.0,0.8333333333333333,0.01986079400012386
SPR,299,tdbR00000576,72,....(((..................((((((.......))))))..(((((.........))).)))))...,0.5238095238095238,0.7857142857142857,0.6285714285714286,22.313106412999787
PDB,27,bpRNA_PDB_27,120,((((((((..(((.....))).(((...))).(((((((....................(((....)))............)))))))((((............))))...)))))))).,0.2894736842105263,0.3548387096774194,0.31884057971014496,1857.6888829339996
SPR,343,tdbR00000208,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.9047619047619048,0.8260869565217391,0.8636363636363636,70.32895879900025
SPR,15,tdbR00000580,80,(((((((..((((((((((...))))..))))))...(((........))).(((((.......))))))))))))....,0.8095238095238095,0.5666666666666667,0.6666666666666666,244.10072370099988
PDB,321,bpRNA_PDB_321,48,(((((..((((((((((((........))))))).)))))...))))),0.7619047619047619,0.9411764705882353,0.8421052631578947,1.4713026429999445
SPR,390,tdbR00000315,77,(((((((..((((.........))))...........((((....)))).((((.......)))).)))))))....,0.7142857142857143,0.7142857142857143,0.7142857142857143,73.89806936900004
SPR,84,tdbR00000168,72,(((((((..(((......))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,78.60459383200032
SPR,39,tdbR00000270,76,....(((..((((...)))..)))).((((.........)))).....(((((.......))))).((.....)).,0.65,0.7222222222222222,0.6842105263157895,37.729002357000354
PDB,656,bpRNA_PDB_656,18,(((((((....))))))),1.0,1.0,1.0,0.05659842800014303
SPR,383,tdbR00000479,75,(((((((..((((.......)))).(((((.......)))))......(((........)))..)))))))....,0.8571428571428571,1.0,0.923076923076923,68.62873876699996
SPR,497,tdbR00000300,77,....(((..(((....)))....))).(((((.......))))).....(((((.......)))))(((.....))),0.65,0.6842105263157895,0.6666666666666667,46.32178644600026
SPR,357,tdbR00000005,76,...(((...((((....))).)))).(((((.......)))))(((((((....)))).)))....((.....)).,0.42857142857142855,0.375,0.39999999999999997,83.81734253900049
PDB,244,bpRNA_PDB_244,28,(((((......)))))............,0.625,1.0,0.7692307692307693,0.05908696000005875
SPR,614,tdbR00000285,77,((((((...((((.........))))......((((......))))...(((((.......))))).))))))....,0.75,0.7142857142857143,0.7317073170731706,58.542293063000216
SPR,28,tdbR00000282,64,..........................((((.......)))).......................,0.23529411764705882,1.0,0.38095238095238093,15.770884412999294
SPR,265,tdbR00000478,77,(((((....(((......)))....(((((((.......)))))))..((((((.......))).))))))))....,0.6818181818181818,0.75,0.7142857142857143,138.45628862300055
PDB,497,bpRNA_PDB_497,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.4444444444444444,0.7619047619047619,0.5614035087719298,211.84671790599987
PDB,592,bpRNA_PDB_592,97,(((((....((((....))))....((((.((((((....)).)))).....(((((....)))))))))).((((....)))).......))))..,0.7058823529411765,0.8888888888888888,0.7868852459016393,549.0357285809996
SPR,428,tdbR00000287,76,.........((((........)))).((((.........)))).....(((((.......)))))..((....)).,0.65,0.8666666666666667,0.7428571428571429,38.819594424999195
PDB,99,bpRNA_PDB_99,32,(((((.........))))).............,0.5,1.0,0.6666666666666666,0.11735658199995669
PDB,625,bpRNA_PDB_625,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25925925925925924,1.0,0.4117647058823529,19.736214021000706
SPR,164,tdbR00000045,76,((((((..........(((.......((((((.......))))))..((((((.......))))))))))))))).,0.7727272727272727,0.7083333333333334,0.7391304347826088,116.29860061
PDB,472,bpRNA_PDB_472,53,.(((((.......(((((....)))))....((((........))))))))).,0.47619047619047616,0.9090909090909091,0.6249999999999999,1.238722195000264
SPR,359,tdbR00000352,77,(((((((...............((((...........)))).........(((........)))..)))))))....,0.45,0.8181818181818182,0.5806451612903226,59.6941250309992
SPR,174,tdbR00000510,77,.((((((..((((.........)))).(((((.......))))).......(((.......)))..)))))).....,0.9,1.0,0.9473684210526316,102.77468647100068
SPR,58,tdbR00000483,74,(((((((.............((((.(((((.......)))))........)))).........)))))))....,0.5714285714285714,0.8,0.6666666666666666,74.30557880299966
SPR,373,tdbR00000178,76,(((((((..((((((((....))))....))))....(((....))).(((((.......))))))))))))....,0.8571428571428571,0.6428571428571429,0.7346938775510204,32.743408113999976
SPR,487,tdbR00000462,72,..........((((.......)))).(((((.......)))))....(((((....)))))...........,0.6842105263157895,0.8666666666666667,0.7647058823529413,34.83302214899959
SPR,17,tdbR00000587,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,75.84609704100058
PDB,571,bpRNA_PDB_571,6,......,0,0,0,0.018483105000086653
SPR,63,tdbR00000015,76,...((((..((((........)))).(((((.......))))).....(((((.......))))))))).......,0.8571428571428571,1.0,0.923076923076923,90.71933383300075
SPR,228,tdbR00000002,75,...((((..((((.......)))).(((((((...))))))).....(((((.......))))))))).......,0.8571428571428571,0.8181818181818182,0.8372093023255814,72.2508578650004
PDB,582,bpRNA_PDB_582,71,..(((((((...((((((.........))))))........((((((.......))))))..)))))))..,0.6551724137931034,1.0,0.7916666666666666,21.407468751000124
PDB,553,bpRNA_PDB_553,52,((((...((((((.((((.....))))......))))....)))))).....,0.3333333333333333,0.8571428571428571,0.48,1.0564057540004796
PDB,6,bpRNA_PDB_6,18,((((..........)))),0.5,1.0,0.6666666666666666,0.023554787000648503
PDB,367,bpRNA_PDB_367,29,((((((((.............)))))))),0.8888888888888888,1.0,0.9411764705882353,0.02906381100001454
SPR,458,tdbR00000325,75,(((((...................((((....((((...))))....(((((.......)))))..))))))))),0.7,0.6363636363636364,0.6666666666666666,57.21429579100004
PDB,416,bpRNA_PDB_416,35,.......((((((.............))))))...,0.0,0.0,0,0.09058200000072247
PDB,334,bpRNA_PDB_334,16,(((((.....))))).,0.8333333333333334,1.0,0.9090909090909091,0.021598013000584615
PDB,322,bpRNA_PDB_322,48,(((((..((((((((((((........))))))).)))))...))))),0.8,0.9411764705882353,0.8648648648648648,0.8248434070001167
SPR,360,tdbR00000294,76,(((((((..((((........))))((((((.......))))))....(((((.......))))))))))))....,1.0,1.0,1.0,41.20126367299963
SPR,103,tdbR00000264,85,..(((((..(((..((........)).(((((....)))))))).(((....)))..(((((.......))))))))))......,0.8095238095238095,0.6071428571428571,0.6938775510204083,204.3642550149998
PDB,276,bpRNA_PDB_276,24,..((((...))))(((....))).,0.36363636363636365,0.6666666666666666,0.4705882352941177,0.06269260099998064
SPR,167,tdbR00000117,74,(((((((..((((.......)))).(((((((...))))))).....((((.......)))).)))))))....,0.9523809523809523,0.8333333333333334,0.888888888888889,45.472659465000106
PDB,132,bpRNA_PDB_132,34,((((((..(((((((....)))..)))))))))),0.9285714285714286,1.0,0.962962962962963,0.14152041399938753
SPR,543,tdbR00000120,74,(((((((..((((.......)))).(((((((...))))))).....((((.......)))).)))))))....,0.9523809523809523,0.8333333333333334,0.888888888888889,45.312165417999495
PDB,638,bpRNA_PDB_638,94,(((...........(((...(((.....))).......)))(((.((((....)))))))..((((......))))..............))).,0.4117647058823529,0.7,0.5185185185185185,225.0579410170003
SPR,433,tdbR00000515,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,35.81153598900073
PDB,265,bpRNA_PDB_265,17,(((((.......))))),0.7142857142857143,1.0,0.8333333333333333,0.021240443999886338
SPR,560,tdbR00000611,77,.((((((..((((.........)))).(((((.......))))).....((((((....)))....)))))).))).,0.8,0.6956521739130435,0.7441860465116279,58.34570011899996
SPR,604,tdbR00000275,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,116.7219431070007
PDB,74,bpRNA_PDB_74,13,(((((...))))),1.0,1.0,1.0,0.021407360000011977
SPR,286,tdbR00000136,74,(((((((.....................((((.((....)).))))(((((.......))))))))))))....,0.5454545454545454,0.631578947368421,0.5853658536585366,42.53571201900013
PDB,158,bpRNA_PDB_158,75,.........((((........)))).(((((.......))))).....(((((.......)))))..........,0,0.0,0,50.01257297700067
SPR,5,tdbR00000124,70,.....((((...))))........(((((.......)))))...((((((....))))))..........,0.5,0.5555555555555556,0.5263157894736842,131.62039214200013
PDB,631,bpRNA_PDB_631,54,..........((((...))))...(((((((.....))))..........))).,0.21739130434782608,0.7142857142857143,0.3333333333333333,2.875843908001116
PDB,274,bpRNA_PDB_274,22,(((((.(((....))).))))),0.8888888888888888,1.0,0.9411764705882353,0.027488715000799857
SPR,85,tdbR00000522,72,.........((((.....)))).(((((.(((...)))))......))).......................,0.5,0.6923076923076923,0.5806451612903226,55.24075973900108
SPR,494,tdbR00000361,74,..............((......))((((((.......))))))..((((((.......))))))..........,0.5,0.7857142857142857,0.6111111111111112,296.4261655620012
PDB,538,bpRNA_PDB_538,22,((((((..........)))))),0.6666666666666666,1.0,0.8,0.03526405399861687
PDB,98,bpRNA_PDB_98,22,((((.((((....)))).)))),0.8,1.0,0.888888888888889,0.03030707300058566
SPR,342,tdbR00000174,77,((((..(((((.............((((...)))))..))))........((((.......))))....))))....,0.4,0.5,0.4444444444444445,75.92149008300112
PDB,348,bpRNA_PDB_348,30,(((((....................))))),0.45454545454545453,1.0,0.625,0.06910885199977201
SPR,198,tdbR00000036,75,..........................(((((.......))))).....((((.......))))...((....)).,0.45,0.8181818181818182,0.5806451612903226,50.659290415000214
SPR,220,tdbR00000430,75,((((..........((......)).(((((((...))))))).....(((((.......)))))...))))....,0.6666666666666666,0.7,0.6829268292682926,65.9387836879996
SPR,413,tdbR00000415,85,(((((....(((..........))).(((((.......))))).((((...))))..(((((.......)))))..)))))....,0.8571428571428571,0.6923076923076923,0.7659574468085107,126.4644541539983
PDB,498,bpRNA_PDB_498,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.4166666666666667,0.7142857142857143,0.5263157894736842,211.86651861500104
PDB,423,bpRNA_PDB_423,23,((((..((......))...)))),0.5555555555555556,1.0,0.7142857142857143,0.05657283499931509
SPR,234,tdbR00000292,76,..((((...((((........))))((((((.......))))))....(((((.......)))))....))))...,0.7272727272727273,0.9411764705882353,0.8205128205128205,51.70914555200034
PDB,120,bpRNA_PDB_120,25,......((((....)))).......,0.3,0.6,0.4,0.033340975000101025
PDB,654,bpRNA_PDB_654,42,..........((((.................)))).......,0.23529411764705882,1.0,0.38095238095238093,0.34234736299913493
SPR,541,tdbR00000464,77,...........................(((((.......))))).....(((((((((...))))))))).......,0.5,0.7142857142857143,0.588235294117647,55.17467923500044
SPR,386,tdbR00000006,76,...(((...((((....))).)))).(((((.......)))))(((((((....)))).)))....((.....)).,0.42857142857142855,0.375,0.39999999999999997,83.98395288400025
SPR,567,tdbR00000162,75,((((.....((((.......)))).(((((.......)))))......((((.......))))....))))....,0.8095238095238095,1.0,0.8947368421052632,63.861060171000645
PDB,660,bpRNA_PDB_660,18,(((((((....))))))),1.0,1.0,1.0,0.03497538000010536
SPR,593,tdbR00000338,75,....(((........))).........((((.......)))).....(((((.......)))))(((.....))),0.42857142857142855,0.6,0.5,76.86555149499873
PDB,339,bpRNA_PDB_339,17,(((((.......))))),0.7142857142857143,1.0,0.8333333333333333,0.022712349998982972
PDB,39,bpRNA_PDB_39,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5,1.0,0.6666666666666666,58.63203653700111
SPR,580,tdbR00000115,74,((((.....((((.......)))).((((((.....))))))....(((((.......)))))...))))....,0.8571428571428571,0.9,0.8780487804878048,34.3124192840005
SPR,101,tdbR00000267,85,.........(((.((((((....))).(((((.......)))))....(((((((..((((...)))).))))))))).))))..,0.5714285714285714,0.3870967741935484,0.4615384615384615,171.2646077900008
SPR,429,tdbR00000092,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,58.29832474900104
PDB,155,bpRNA_PDB_155,29,((((((.................)))))),0.5454545454545454,1.0,0.7058823529411764,0.05175063299975591
PDB,13,bpRNA_PDB_13,19,((((((.......)))))),0.8571428571428571,1.0,0.923076923076923,0.023857505000705714
PDB,234,bpRNA_PDB_234,12,............,0,0,0,0.02106901399929484
SPR,106,tdbR00000254,85,.........(((...........))).(((((.......))))).(((....))).((((((.......))))))..........,0.6190476190476191,0.65,0.6341463414634146,95.83036778899987
SPR,569,tdbR00000234,83,(((((((..................(((((((((...........))))))))).(((((.......))))))))))))....,0.5714285714285714,0.5217391304347826,0.5454545454545454,115.22767455800022
PDB,60,bpRNA_PDB_60,35,(((((((.....................))))))),0.4666666666666667,1.0,0.6363636363636364,0.09085076399969694
SPR,375,tdbR00000273,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,0.9523809523809523,1.0,0.975609756097561,68.7075822200004
PDB,51,bpRNA_PDB_51,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.02929003299868782
PDB,391,bpRNA_PDB_391,23,....((((((...))))))....,0.8571428571428571,1.0,0.923076923076923,0.03158842300035758
PDB,318,bpRNA_PDB_318,17,(((((.......))))),1.0,1.0,1.0,0.022546181000507204
SPR,545,tdbR00000141,77,((((((((..((((........)))).(((((.......)))))......((((.......)))).))))))))...,0.9523809523809523,0.9523809523809523,0.9523809523809523,33.506100569999035
PDB,524,bpRNA_PDB_524,101,..........(((((((((..........(((((((.............))))))).....((((....)))).....)))))))))((.....)).....,0.5714285714285714,0.8695652173913043,0.689655172413793,493.96619886699955
PDB,617,bpRNA_PDB_617,71,(((((((((..................((((((((((...)))).......)))))).....))))))))),0.35714285714285715,0.7142857142857143,0.4761904761904762,65.04787795100128
PDB,537,bpRNA_PDB_537,22,((((((..........)))))),0.6666666666666666,1.0,0.8,0.03107710299991595
PDB,124,bpRNA_PDB_124,23,((((((...........)))))),0.6,1.0,0.7499999999999999,0.03357553100067889
SPR,35,tdbR00000143,73,(((((..................((........))..........(((((.......)))))...)))))...,0.47368421052631576,0.6428571428571429,0.5454545454545454,85.09330872699866
PDB,95,bpRNA_PDB_95,14,..............,0.0,0,0,0.022537015998750576
PDB,360,bpRNA_PDB_360,37,((((((((((((.((......)))))..))))))))),0.7647058823529411,1.0,0.8666666666666666,0.22737789999882807
SPR,465,tdbR00000038,75,.................((((.....(((((...)))))))))....(((((.......)))))..((....)).,0.47619047619047616,0.5,0.4878048780487805,80.0686236549991
PDB,267,bpRNA_PDB_267,67,(((((((.....(((((.......)))))..........(((.............)))..))))))),0.5357142857142857,1.0,0.6976744186046512,21.676173836998714
SPR,331,tdbR00000468,76,.......(((((..(((.....))).(((((.......)))))......((((((((...)))).))))..))))),0.6,0.48,0.5333333333333332,53.31309976099874
SPR,518,tdbR00000280,77,.((((((.................(((((................)))))((((.......)))).)))))).....,0.47619047619047616,0.6666666666666666,0.5555555555555556,194.60160869900028
PDB,86,bpRNA_PDB_86,21,(((...........)))....,0.0,0,0,0.034717074000582215
SPR,218,tdbR00000499,78,(((((((..(((............))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,92.25571440500062
SPR,301,tdbR00000578,72,((((((....................(((((.......)))))....(((((.......))))).)))))).,0.8,1.0,0.888888888888889,28.478933767000854
SPR,176,tdbR00000595,85,(((((((....................(((((((...)))))))((((....)))).(((((.......))))))))))))....,0.8947368421052632,0.5862068965517241,0.7083333333333333,99.69988531499985
SPR,599,tdbR00000272,76,((((((...((((........)))).(((((.......))))).....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,121.23247659300068
PDB,164,bpRNA_PDB_164,36,((((((...((...)).((((....)))).)))))),0.7692307692307693,0.7692307692307693,0.7692307692307693,0.19504799799869943
PDB,387,bpRNA_PDB_387,27,..........((......)).......,0.2222222222222222,1.0,0.3636363636363636,0.03386352800043824
SPR,126,tdbR00000533,75,(((((((...(((.......)))..(((((.......))))).......(((.......)))..)))))))....,0.8571428571428571,1.0,0.923076923076923,68.42167844200048
PDB,369,bpRNA_PDB_369,17,((((((....))).))),0.6666666666666666,0.5714285714285714,0.6153846153846153,0.023853816999690025
SPR,22,tdbR00000364,57,.........((((.....))))(((........)))..((((((......)))))).,0.26666666666666666,0.2857142857142857,0.2758620689655172,1.932706995999979
PDB,37,bpRNA_PDB_37,29,((((..((((((....))))))...)))),0.7692307692307693,1.0,0.8695652173913044,0.06087483900046209
SPR,336,tdbR00000293,78,(((((((.(((...............(((((((.......))))))))))(((((.......))))))))))))....,0.8181818181818182,0.782608695652174,0.8,102.25119643400103
SPR,305,tdbR00000574,72,.........((((.......))))..((((((...)))))).(((.............)))...........,0.38095238095238093,0.5,0.4324324324324324,22.257346471000346
PDB,43,bpRNA_PDB_43,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,58.728333008000845
SPR,111,tdbR00000413,86,(((((((..(((...........))).(((((.......))))).((((...))))...((((.......)))).)))))))....,0.9047619047619048,0.7037037037037037,0.7916666666666667,141.3189773209997
PDB,261,bpRNA_PDB_261,12,............,0.0,0,0,0.02376336499946774
PDB,118,bpRNA_PDB_118,31,(((((((((.((((....))))))))))))),1.0,0.7333333333333333,0.846153846153846,0.07316806299968448
SPR,612,tdbR00000529,75,(((((((.......((....))...(((((.......))))).....(((((.......))))))))))))....,0.8095238095238095,0.8947368421052632,0.8500000000000001,49.25363346300037
SPR,269,tdbR00000016,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,70.02585667200037
PDB,163,bpRNA_PDB_163,34,(((((((....................))))))),0.5384615384615384,1.0,0.7000000000000001,0.13078725399827817
PDB,71,bpRNA_PDB_71,30,........(((((....)))))........,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.13967223299914622
PDB,637,bpRNA_PDB_637,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.4411764705882353,0.6818181818181818,0.5357142857142857,224.7537371090002
PDB,384,bpRNA_PDB_384,47,((((((((.......)))......(((....))).......))))).,0.47058823529411764,0.8888888888888888,0.6153846153846153,0.5613200040006632
SPR,287,tdbR00000540,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.6190476190476191,0.5416666666666666,0.5777777777777778,56.080341539000074
SPR,547,tdbR00000317,77,(((((((..((((.........)))).((((((.....))))))......((((.......)))).)))))))....,0.9523809523809523,0.9090909090909091,0.9302325581395349,61.69581652999841
SPR,83,tdbR00000125,72,.......((((....))))....((((((.......))))))..((((((......))))))..........,0.5,0.6111111111111112,0.55,38.13675324399992
SPR,7,tdbR00000520,72,(((((((..((((.....))))...((((....)))).......(((((.......))))))))))))....,0.8571428571428571,0.8571428571428571,0.8571428571428571,135.66387796799972
SPR,542,tdbR00000536,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.6190476190476191,0.5416666666666666,0.5777777777777778,56.09223991699946
PDB,371,bpRNA_PDB_371,59,.((((......))))(((..(((........)))..))).......(((.....)))..,0.15789473684210525,0.3333333333333333,0.21428571428571427,5.011263391999819
PDB,520,bpRNA_PDB_520,66,((((.(((((((((......((((......)))))))))))))...................)))),0.68,1.0,0.8095238095238095,12.994546574000196
PDB,451,bpRNA_PDB_451,16,..((.((....)).)),0,0.0,0,0.025190268001097138
SPR,202,tdbR00000283,72,.........((((.....)))).(((((.......)))))......((((..................)))),0.47368421052631576,0.6,0.5294117647058824,37.86040511800093
PDB,643,bpRNA_PDB_643,94,(((...........((((..(((.....)))....)))).((((.((((....)))))))..((((......))))..............)))),0.4,0.6363636363636364,0.4912280701754386,263.00937901900033
SPR,304,tdbR00000575,72,((((.....((((.......)))).(((((.......))))).....(((((.......)))))...)))).,0.8571428571428571,1.0,0.923076923076923,28.71053971600122
SPR,246,tdbR00000152,78,(((((((..((((..........))))...........((((((((.......))))...))))...)))))))....,0.5,0.6470588235294118,0.5641025641025642,74.19985302099849
SPR,366,tdbR00000139,77,(((((((........(((.....))).((((.........))))......((((.......))))..)))))))...,0.7,0.7777777777777778,0.7368421052631577,128.99884304700026
PDB,66,bpRNA_PDB_66,13,.............,0.0,0,0,0.023604284000612097
PDB,400,bpRNA_PDB_400,92,.((((((((((.(((((................(((....))).............(((((........))))).))))).)))))))))).,0.6052631578947368,1.0,0.7540983606557378,221.56554046699966
SPR,361,tdbR00000024,77,..(((((..((((.........)))).(((((.......))))).....(((((.......))))))))))......,0.9047619047619048,1.0,0.9500000000000001,108.55429972799902
SPR,407,tdbR00000550,90,(((((....((((...........))))...................(((.........))).((((.......))))...)))))....,0.5909090909090909,0.6842105263157895,0.6341463414634148,275.99704222199944
SPR,183,tdbR00000623,77,(((((((..((((.........)))).((((((.....))))))......((((.......)))).)))))))....,0.9523809523809523,0.9090909090909091,0.9302325581395349,61.87357572899964
